Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,Characteristics,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,SectionAlignment,FileAlignment,MajorImageVersion,MinorImageVersion,SizeOfImage,SizeOfHeaders,CheckSum,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,NumberOfRvaAndSizes,NumberOfPackedSections,NumberOfImportedDLLs,NumberOfImportedFunctions,FileCategory
332,4,1210626004,0,0,259,94208,41984,0,46208,4096,98304,4096,512,5,5,155648,1024,127167,0,1048576,4096,1048576,4096,16,0,7,153,1
332,5,1305995267,0,0,271,0,0,0,3230979,0,0,4096,4096,0,0,3297280,4096,2443788,0,1048576,4096,1048576,4096,16,0,16,16,1
332,3,1333068983,0,0,271,1097728,8192,0,4362,4096,1101824,4096,4096,1,0,1110016,4096,1164160,0,1048576,4096,1048576,4096,16,0,1,21,1
332,4,1304579425,0,0,271,36352,1160704,0,1208382,4096,40960,4096,512,0,0,2707456,1024,1945731,32832,1048576,4096,1048576,4096,16,0,2,3,1
332,4,1306507415,0,0,271,446464,2641920,0,323787,4096,450560,4096,4096,0,0,3158016,4096,0,0,1048576,4096,1048576,4096,16,0,12,417,1
332,5,1365526701,735668165,160275,33167,159744,778240,618496,4138,4096,731021312,4096,512,7,68,731656192,1024,0,0,1323008,28672,1929216,8192,500412981,0,4,196,1
332,4,1306531810,0,0,271,483328,1343488,0,359991,4096,487424,4096,4096,0,0,2007040,4096,0,0,1048576,4096,1048576,4096,16,0,12,431,1
332,8,1292092773,0,0,33167,649728,80896,0,1392683,4096,655360,4096,512,0,0,1400832,1536,1409598,0,1048576,16384,1048576,4096,16,1,1,3,1
332,4,1306330554,0,0,271,528384,1044480,0,393451,4096,532480,4096,4096,0,0,1757184,4096,0,0,1048576,4096,1048576,4096,16,0,14,453,1
332,4,1307795933,0,0,271,561152,1056768,0,564218,4096,565248,4096,4096,0,0,1822720,4096,0,0,1048576,4096,1048576,4096,16,0,15,462,1
332,4,1299160825,0,0,271,1536,134656,0,5194,4096,8192,4096,512,0,0,151552,1024,0,0,1048576,4096,1048576,4096,16,0,5,48,1
332,6,1295604804,0,0,271,53248,8192,0,86058,4096,57344,4096,512,1,0,94208,4096,121322,0,1048576,4096,1048576,4096,16,0,1,21,1
332,4,1304929650,0,0,271,843776,1073152,0,600927,4096,847872,4096,4096,0,0,2256896,4096,0,0,1048576,4096,1048576,4096,16,0,16,527,1
332,4,1306293965,0,0,271,1421312,12288,2011136,3448970,2015232,3436544,4096,512,0,0,3457025,4096,0,0,1048576,4096,1048576,4096,16,0,1,2,1
332,10,708992537,0,0,33166,80384,15872,0,122922,4096,86016,4096,512,0,0,123392,1024,0,0,1048576,16384,1048576,4096,16,0,18,236,1
332,4,1305033394,0,0,271,3072,8704,0,4138,4096,8192,4096,512,0,0,1855488,4096,0,0,1048576,4096,1048576,4096,16,0,4,50,1
332,3,1297542026,0,0,271,98304,8192,0,6170,4096,102400,4096,4096,1,0,110592,4096,122864,0,1048576,4096,1048576,4096,16,0,0,0,1
332,4,1041352828,0,0,271,303104,241664,0,303758,4096,307200,4096,4096,0,0,618496,4096,0,0,1048576,4096,1048576,4096,16,0,17,430,1
332,4,1307785585,0,0,271,4096,31232,0,41002,40960,45056,4096,512,0,0,81920,512,62750,0,1048576,16384,1048576,4096,16,0,1,3,1
332,4,1304657258,0,0,271,487424,1056768,0,361136,4096,491520,4096,4096,0,0,1662976,4096,0,0,1048576,4096,1048576,4096,16,0,12,412,1
332,5,1302273166,0,0,8462,120320,35706368,0,122345,4096,126976,4096,512,0,0,35844096,1024,0,0,1048576,4096,1048576,4096,16,0,6,93,1
332,4,1058695694,0,0,783,524288,45056,1376256,5782,1380352,1904640,4096,512,0,0,2154496,4096,0,0,1048576,8192,1048576,4096,16,2,12,485,1
332,3,1304483383,0,0,271,53248,12288,0,6130,4096,57344,4096,4096,1,0,69632,4096,74313,0,1048576,4096,1048576,4096,16,0,1,116,1
332,4,1294980852,0,0,271,2560,8192,0,4138,4096,8192,4096,512,0,0,24576,1024,0,0,1048576,4096,1048576,4096,16,0,3,32,1
332,3,1198851095,0,0,783,144384,74752,0,45106,36864,32768,4096,512,0,0,155648,1024,114067,0,1048576,4096,1048576,4096,16,0,4,4,1
332,6,8,0,0,258,16384,12288,0,16867,4096,20480,4096,512,0,0,73728,1024,0,32768,1048576,4096,1048576,4096,16,0,1,19,1
332,3,1307431836,0,0,271,36864,8192,0,6034,4096,40960,4096,4096,1,1,49152,4096,57703,0,1048576,4096,1048576,4096,16,0,3,129,1
332,9,1305770443,0,0,33166,913920,153600,0,921294,4096,921600,4096,512,0,0,1118208,1024,0,0,1048576,16384,1048576,4096,16,0,23,499,1
332,6,1288056125,0,0,782,24576,16384,40960,4778,4096,28672,4096,4096,1,0,86016,1024,74913,0,1048576,4096,1048576,4096,16,0,4,129,1
332,4,1307702377,0,0,271,700416,2129920,0,557910,4096,704512,4096,4096,0,0,3096576,4096,0,0,1048576,4096,1048576,4096,16,0,14,457,1
332,7,1308542152,0,0,783,13824,9728,2089472,4778,4096,20480,4096,512,1,0,2134016,1024,0,0,1048576,8192,1048576,4096,16,0,4,45,1
332,4,1126204617,0,0,262,105472,73216,0,25346,4096,110592,4096,512,0,0,438272,1024,0,0,1048576,4096,1048576,4096,16,0,6,114,1
332,12,708992537,0,0,33166,466432,83968,0,4138,4096,471040,4096,512,0,0,831488,1024,0,0,1048576,16384,1048576,4096,16,0,16,18,1
332,2,929138721,0,0,271,2048,372736,0,5166,4096,8192,4096,512,0,0,380928,1024,0,0,1048576,4096,1048576,4096,16,0,3,26,1
332,4,1126204617,0,0,262,107520,75776,0,25346,4096,114688,4096,512,0,0,450560,1024,0,0,1048576,4096,1048576,4096,16,0,7,82,1
332,2,1198851095,0,0,271,28672,138240,0,31923,4096,12,4096,512,0,0,170336,512,197140,0,1048576,4096,1048576,4096,16,0,2,9,1
332,5,0,0,0,271,28672,8192,0,6070,4096,12,4096,4096,1,0,69632,512,0,0,1048576,4096,1048576,4096,16,0,1,90,1
332,5,1274602439,0,0,783,675840,372736,0,419244,1003520,561152,4096,4096,0,0,1122304,4096,951059,0,1048576,4096,1048576,4096,16,0,15,474,1
332,5,1209823718,0,0,271,22528,119808,1024,12510,4096,28672,4096,512,0,0,430080,1024,0,0,1048576,4096,1048576,4096,16,0,8,155,1
332,3,1304483383,0,0,271,53248,12288,0,6130,4096,57344,4096,4096,1,0,69632,4096,74313,0,1048576,4096,1048576,4096,16,0,1,116,1
332,4,1127712667,0,0,262,114176,74240,0,26866,4096,118784,4096,512,0,0,573440,1024,0,0,1048576,4096,1048576,4096,16,0,4,35,1
332,4,1130913197,0,0,259,109056,74240,0,27042,4096,114688,4096,512,0,0,573440,1024,0,0,1048576,4096,1048576,4096,16,0,4,36,1
332,4,1288625082,0,0,271,487424,294912,0,353147,4096,491520,4096,4096,0,0,913408,4096,0,0,1048576,4096,1048576,4096,16,0,14,441,1
332,8,1233151969,0,0,271,3072,57344,0,106539,4096,8192,4096,512,0,0,139264,1024,0,0,1048576,4096,1048576,4096,16,1,3,5,1
332,4,1305725869,0,0,8462,110080,7680,0,69754,4096,114688,4096,512,0,0,131072,1024,0,0,1048576,4096,1048576,4096,16,0,15,313,1
332,8,708992537,0,0,33166,381440,73216,0,74414,4096,389120,4096,512,0,0,487424,1024,0,0,1048576,16384,1048576,4096,16,0,14,430,1
332,6,1301998356,0,0,783,14848,6144,38400,4778,4096,20480,4096,512,1,0,77824,1024,0,0,1048576,4096,1048576,4096,16,0,4,59,1
332,9,1303763155,0,0,33166,590848,183296,0,845866,4096,598016,4096,512,0,0,942080,1024,930495,0,1048576,16384,1048576,4096,16,0,12,17,1
332,3,1273053247,0,0,259,0,659456,4808704,4821608,4096,4812800,4096,512,0,0,5476352,4096,710514,0,1048576,4096,1048576,4096,16,0,13,18,1
332,12,1297047041,0,0,271,1633718467,3428935824,0,3850322,4194304,4194304,4096,512,2,8,3858432,1024,99616,0,1048576,4096,1048576,4096,978005016,0,9,14,1
332,4,1277962796,0,0,774,32768,20480,86016,41002,4096,36864,4096,4096,1,0,80384,4096,106262,0,1048576,16384,1048576,4096,16,0,1,3,1
332,4,1300631257,0,0,271,331776,311296,0,184758,4096,335872,4096,4096,0,0,851968,4096,680263,0,1048576,4096,1048576,4096,16,0,14,435,1
332,4,1299160825,0,0,271,1536,130048,0,5195,4096,8192,4096,512,0,0,147456,1024,0,0,1048576,4096,1048576,4096,16,0,5,48,1
332,4,1224754952,0,0,259,159744,126976,0,79233,4096,163840,4096,4096,0,0,307200,4096,302054,0,1048576,4096,1048576,4096,16,0,10,283,1
332,5,1198851095,1919896667,1564823652,271,35840,2560,0,73866,4096,32768,4096,512,0,0,81920,512,196127,0,1048576,4096,1048576,4096,16,0,1,17,1
332,13,801977510,0,0,33167,1101824,614400,0,5053,4096,53248,4096,512,1,34,4878336,1024,0,0,1048576,16384,4096,4096,481108999,0,2,2,1
332,4,1131450514,0,0,262,107520,71680,0,24962,4096,114688,4096,512,0,0,438272,1024,0,0,1048576,4096,1048576,4096,16,0,4,47,1
332,4,1247528563,0,0,258,44032,429056,0,27426,4096,49152,4096,512,6,1,491520,1024,528905,33088,262144,8192,1048576,4096,16,0,7,153,1
332,5,2041390381,13222,1652353896,271,126976,696320,528384,16197,4096,131072,4096,512,8,2,688128,1024,0,0,2097152,8192,1638400,8192,1913628658,0,9,28,1
332,3,1307796507,0,0,271,184320,16384,0,8562,4096,188416,4096,4096,1,0,204800,4096,222312,0,1048576,4096,1048576,4096,16,0,1,116,1
332,4,964408796,0,0,8450,57344,12288,0,5137,4096,61440,4096,512,20456,1408,73728,1024,0,0,1048576,4096,262144,32768,16,0,11,132,1
332,5,1302709043,0,0,271,491520,491520,0,319530,4096,143360,4096,4096,0,0,494516,4096,0,0,1048576,4096,1048576,4096,16,0,2,5,1
332,7,1198851095,64,0,271,1536,74752,0,77739,4096,12,4096,512,0,0,86016,1024,138452,0,1048576,4096,1048576,4096,16,0,0,0,1
332,3,1307526998,0,0,271,20480,8192,0,6637,4096,24576,4096,4096,1,0,32768,4096,46085,0,1048576,4096,1048576,4096,16,0,1,89,1
332,3,1140343770,0,0,271,8192,8192,0,4834,4096,12288,4096,4096,2,0,20480,4096,53650,0,1048576,4096,1048576,4096,16,0,1,65,1
332,4,1305948167,0,0,271,831488,2060288,0,834326,4096,835584,4096,4096,0,0,3112960,4096,0,0,1048576,4096,1048576,4096,16,0,17,521,1
332,3,1285001922,0,0,33167,274432,4096,524288,798858,528384,802816,4096,512,0,0,806912,4096,0,0,1048576,16384,1048576,4096,16,2,23,28,1
332,6,1305081319,0,0,783,16384,8192,36352,4778,4096,20480,4096,512,1,0,73728,1024,0,0,1048576,4096,1048576,4096,16,0,4,76,1
332,6,1200256279,0,0,271,9728,13824,0,1736746,4096,16384,4096,512,0,0,1740800,1024,1299665,0,1048576,4096,1048576,4096,16,0,2,2,1
332,8,708992537,0,0,33166,628736,115712,0,632302,4096,634880,4096,512,0,0,34328576,1024,778033,0,1048576,16384,1048576,4096,16,0,17,447,1
332,4,1305033394,0,0,271,3584,8704,0,4138,4096,8192,4096,512,0,0,1855488,4096,0,0,1048576,4096,1048576,4096,16,0,4,52,1
332,2,1294768850,0,0,271,77824,8192,0,93326,4096,81920,4096,512,1,0,94208,512,84615,0,1048576,4096,1048576,4096,16,0,1,4,1
332,5,1282112211,0,0,271,4096,4096,0,41002,40960,45056,4096,512,0,0,86016,1024,89738,0,1048576,16384,1048576,4096,16,1,1,3,1
332,4,1198851095,0,0,271,28672,2560,0,36906,4096,32768,4096,512,0,0,73728,1024,66121,0,1048576,4096,1048576,4096,16,0,1,17,1
332,4,1305033394,0,0,271,3072,37888,0,4138,4096,8192,4096,512,0,0,888832,4096,0,0,1048576,4096,1048576,4096,16,0,4,50,1
332,4,1305033394,0,0,271,3072,18944,0,4138,4096,8192,4096,512,0,0,843776,4096,0,0,1048576,4096,1048576,4096,16,0,4,50,1
332,5,1307440573,0,0,258,25600,36352,0,4768,4096,32768,4096,512,0,0,77824,1024,115036,33088,1048576,4096,1048576,4096,16,0,2,61,1
332,4,1190291686,0,0,271,81920,113152,0,4138,4096,86016,4096,512,0,0,225280,1024,0,0,1048576,8192,1048576,4096,16,0,8,147,1
332,3,1198676533,0,0,258,1003520,8192,880640,1885130,884736,1888256,4096,512,0,0,1896448,4096,0,33088,1048576,4096,1048576,4096,16,2,5,10,1
332,4,1377857448,13018,840695160,271,131072,647168,516096,16872,4096,135168,4096,512,9,33,757760,1024,0,0,1658880,8192,1204224,8192,973530099,0,2,13,1
332,16,0,0,0,783,117760,195584,0,335915,192512,45056,4096,512,1,0,356352,1536,202827,0,1048576,4096,1048576,4096,16,0,4,6,1
332,5,1048576098,0,0,271,36864,472064,0,1065002,4096,40960,4096,512,5,2,1069056,1024,512939,33792,262144,8192,1048576,4096,16,0,1,5,1
332,5,1251117049,0,0,271,18944,99328,0,22164,4096,24576,4096,512,0,0,7806976,1024,0,0,1048576,4096,1048576,4096,16,0,6,83,1
332,2,708992537,0,0,33167,0,0,0,626763,0,0,4096,512,0,0,1126400,512,0,0,1048576,4096,1048576,4096,16,0,24,514,1
332,4,1306511834,0,0,271,1478656,12288,2068480,3563658,2072576,3551232,4096,512,0,0,3571713,4096,0,0,1048576,4096,1048576,4096,16,0,1,2,1
332,5,1307563040,0,0,258,25600,36352,0,4768,4096,32768,4096,512,0,0,77824,1024,63517,33088,1048576,4096,1048576,4096,16,0,2,61,1
332,4,1111055510,0,0,271,53248,45056,0,29867,4096,57344,4096,4096,0,0,102400,4096,0,0,1048576,4096,1048576,4096,16,0,3,83,1
332,6,1308023751,0,0,783,13824,6144,38912,4778,4096,20480,4096,512,1,0,77824,1024,0,0,1048576,4096,1048576,4096,16,0,4,53,1
332,2,1192207932,0,0,15,61952,3584,0,31351,4096,12,4096,512,0,0,73728,1024,100278,0,1048576,4096,1048576,4096,16,0,1,8,1
332,5,1302570372,0,0,271,110592,12288,0,147498,4096,114688,4096,512,1,0,452608,4096,153316,0,1048576,4096,1048576,4096,16,0,1,21,1
332,4,1305033394,0,0,271,3072,13824,0,4138,4096,8192,4096,512,0,0,839680,4096,0,0,1048576,4096,1048576,4096,16,0,4,50,1
332,4,1307528732,0,0,271,589824,1503232,0,446319,4096,593920,4096,4096,0,0,2097152,4096,0,0,1048576,4096,1048576,4096,16,0,18,499,1
332,5,1302570372,0,0,271,110592,12288,0,147498,4096,114688,4096,512,1,0,155648,4096,153316,0,1048576,4096,1048576,4096,16,0,1,21,1
332,4,1307738855,1919896667,1564823652,271,512,32256,0,41002,40960,45056,4096,512,0,0,81920,512,71011,0,1048576,16384,1048576,4096,16,0,1,3,1
332,3,1173608618,0,0,271,8192,770048,0,4590,4096,12288,4096,4096,1,0,782336,4096,798466,0,1048576,4096,1048576,4096,16,0,1,43,1
332,3,1308170489,0,0,258,45056,106496,0,19793,4096,49152,4096,512,0,0,184320,1024,154784,33088,1048576,4096,1048576,4096,16,0,1,4,1
332,4,1133506980,0,0,262,96256,70144,0,26834,4096,102400,4096,512,0,0,282624,1024,0,0,1048576,4096,1048576,4096,16,0,7,47,1
332,4,1127937951,0,0,259,100864,76800,0,26994,4096,106496,4096,512,0,0,442368,1024,0,0,1048576,4096,1048576,4096,16,0,4,36,1
332,4,1308073810,0,0,271,4096,32768,0,45098,45056,49152,4096,512,0,0,86016,512,33700,0,1048576,16384,1048576,4096,16,0,1,3,1
332,28,708992537,0,0,33166,569344,67584,0,667691,4096,0,4096,512,0,0,790528,1536,0,0,1048576,16384,1048576,4096,16,1,22,24,1
332,5,1303782085,0,0,271,20480,4096,57344,102442,61440,81920,4096,512,4,5,110592,1024,76369,0,1048576,4096,1048576,4096,16,0,1,21,1
332,8,708992537,0,0,33166,35840,36352,0,39526,4096,40960,4096,512,0,0,98304,1024,0,0,1048576,16384,1048576,4096,16,0,6,60,1
332,4,1305033394,0,0,271,3072,29696,0,4138,4096,8192,4096,512,0,0,868352,4096,0,0,1048576,4096,1048576,4096,16,0,4,50,1
332,4,1241387867,0,0,271,5120,37888,0,8411,4096,12288,4096,512,0,0,57344,1536,101288,0,1048576,4096,1048576,4096,16,0,2,23,1
332,3,1308596798,0,0,271,4096,4096,0,41002,40960,45056,4096,512,0,0,74716,512,71267,0,1048576,16384,1048576,4096,16,0,1,3,1
332,4,1224918154,0,0,271,3072,11776,0,6372,4096,8192,4096,512,0,0,28672,1024,0,0,1048576,4096,1048576,4096,16,0,3,33,1
332,1,1164999767,0,0,271,26624,0,0,29899,4096,32768,4096,512,0,0,32768,512,39604,35072,1048576,4096,1048576,4096,16,0,1,7,1
332,4,1111055510,0,0,271,53248,45056,0,29867,4096,57344,4096,4096,0,0,102400,4096,0,0,1048576,4096,1048576,4096,16,0,3,83,1
332,3,1208111565,0,0,271,39424,254464,0,25734,4096,45056,4096,512,5,1,307200,1024,310426,33792,262144,4096,1048576,4096,16,0,6,134,1
332,4,1131362545,0,0,262,97792,68608,0,25074,4096,102400,4096,512,0,0,282624,1024,0,0,1048576,4096,1048576,4096,16,0,7,47,1
332,3,1307150289,0,0,271,450560,253952,0,6234,4096,454656,4096,4096,1,0,712704,4096,766054,0,1048576,4096,1048576,4096,16,0,1,104,1
332,5,1283003497,0,0,271,2170880,2170880,0,604338,4096,606208,4096,4096,0,0,2174976,4096,3487623682,0,1048576,4096,1048576,4096,16,0,0,0,1
332,6,1305081319,0,0,783,16384,292864,327680,4778,4096,20480,4096,512,1,0,651264,1024,0,0,1048576,4096,1048576,4096,16,0,4,76,1
332,4,1190291686,0,0,271,81920,22016,0,4138,4096,86016,4096,512,0,0,135168,1024,0,0,1048576,8192,1048576,4096,16,0,8,147,1
332,8,708992537,0,0,33167,41472,49664,0,4138,4096,49152,4096,512,0,0,536576,1024,0,0,1048576,16384,1048576,4096,16,0,254,256,1
332,6,1283309764,0,0,782,36864,16384,36864,4778,4096,40960,4096,4096,1,0,94208,1024,74662,0,1048576,4096,1048576,4096,16,0,4,132,1
332,4,1271784817,0,0,271,323584,81920,0,4634,4096,327680,4096,512,1,0,598016,1536,162852,0,1048576,4096,1048576,4096,16,0,1,4,1
332,4,988782901,0,0,259,155648,12288,0,134125,4096,159744,4096,512,39277,17136,172032,1024,0,32768,1048576,20480,524288,8192,16,0,6,141,1
332,10,1305459640,0,0,271,24576,28672,102400,1544234,106496,131072,4096,512,2,0,1552384,1024,1485004,0,1048576,4096,1048576,4096,16,2,1,22,1
332,6,1307937357,0,0,783,11776,7168,34304,4778,4096,16384,4096,512,1,0,69632,1024,0,0,1048576,4096,1048576,4096,16,0,4,42,1
332,8,708992537,0,0,33166,328192,59392,0,332242,4096,335872,4096,512,0,0,417792,1024,0,0,1048576,16384,1048576,4096,16,0,15,388,1
332,4,1299160825,0,0,271,1536,134656,0,5194,4096,8192,4096,512,0,0,151552,1024,0,0,1048576,4096,1048576,4096,16,0,5,48,1
332,3,1091599297,0,0,271,39424,495616,0,25734,4096,45056,4096,512,5,1,548864,1024,547112,33792,262144,4096,1048576,4096,16,0,6,134,1
332,4,1291012780,0,0,271,8192,478208,0,10896,4096,12288,4096,512,0,0,495616,1024,0,0,1048576,4096,1048576,4096,16,0,4,70,1
332,6,1301998356,0,0,783,14848,6144,37376,4778,4096,20480,4096,512,1,0,77824,1024,0,0,1048576,4096,1048576,4096,16,0,4,59,1
332,16,0,0,0,783,117760,195584,0,335915,192512,45056,4096,512,1,0,356352,1536,202827,0,1048576,4096,1048576,4096,16,0,4,6,1
332,16,0,0,0,783,117760,195584,0,335915,192512,45056,4096,512,1,0,356352,1536,202827,0,1048576,4096,1048576,4096,16,0,4,6,1
332,10,0,0,0,783,118784,434176,0,1511466,1392640,57344,4096,512,1,0,1523712,4096,442116,0,1048576,4096,1048576,4096,16,0,4,6,1
332,2,1277249424,0,0,271,81920,8192,0,11078,4096,86016,4096,512,1,0,106496,1024,0,0,1048576,4096,1048576,4096,16,0,1,130,1
332,16,0,0,0,783,117760,195584,0,335915,192512,45056,4096,512,1,0,356352,1536,202827,0,1048576,4096,1048576,4096,16,0,4,6,1
332,6,1276835108,0,0,774,24576,40960,65536,4778,4096,28672,4096,4096,1,0,135168,4096,98297,0,1048576,4096,1048576,4096,16,0,3,120,1
332,3,1307590086,0,0,8462,77824,4096,397312,477994,401408,479232,4096,512,51,2600,483328,4096,0,0,1048576,4096,1048576,4096,16,2,2,6,1
332,3,1308316790,0,0,8462,77824,4096,397312,477754,401408,479232,4096,512,1,0,483328,4096,0,0,1048576,4096,1048576,4096,16,2,2,6,1
332,3,1289055689,0,0,8462,1236992,24576,917504,682279,921600,2158592,4096,512,0,0,2228224,4096,0,0,1048576,4096,1048576,4096,16,2,12,418,1
